c49c8p	Il fait mention d'un groupe de spécimens qui a vu ses abris primitifs complétement détruits. Votre intervention pourrait avoir un vrai impact bénéfique sur leur situation.
3nkhip	Arrivés dans la zone, votre équipe utilise des fléchettes pour endormir les spécimens, toujours désorientés. Trois solutions s'offrent à vous :
wmffix	Essayer de réparer les abris effondrer au plus possible à l'identique
hg5kvl	Construire des abris solides, à l'aide de matériaux industriels, puis les peindre et les camoufler avec ce qu'il reste des anciens abris afin de camoufler la supercherie
06o1so	Déplacer les spécimens vers une autre région plus accueillante, où le besoin d'abri sera moins pressant
48wk3e	L'opération demande un certain temps pour être menée, mais le voyage se passe sans aucune encombre.
q2ldvy	Des observations ultérieures font état de la bonne adaption de vos spécimens à leur nouvel environnement. Il y a un impact non négligeable, mais somme toute limité sur l'écosystème aux alentours.
scrhgr	Des observations ultérieures font état de la difficulté qu'éprouvent vos spéciments à s'adatper à leur nouvel environment. Ils sont une source importante de déséquilibre pour l'écosystème aux alentours.
0y3xer	Alors même que vous porter la touche finale au dernier abris, plusieurs spécimens semblent commencer à se réveiller.
51eawn	“C'est le moment d'y aller !”
r463u1	Les observations ultérieures montrent que les spécimens apprécient tout à fait leurs nouveaux abris.
4nxxw4	Des observations ultérieures montrent que les nouveaux abris n'ont pas du tout la cote auprès des spécimens, qui finissent par complêtement les éviter. Cependant, une pile de boîtes en carton que vous aviez oubliées aux alentours semble être très populaire.
ccg7uh	Il n'y a pas grand chose que vous puissiez faire, à part attendre et voir comment la situation évolue.
b2gedj	Cela fait maintenant un moment que le tremblement de terre a frappé, même si des rapports arrivent encore sporadiquement, ce qui est normal pour un évenement d'une telle ampleur. Vous tomber un jour sur l'un de ces rapports, qui raconte comment une petite montagne a été abattue par le séisme. Au-delà de la preuve supplémentaire de la force du tremblement de terre, cela offre une opportunité nouvelle pour votre espèce, dont les mouvements étaient jusque-là limités par ce relief.
l70huj	“On devrait les encourager à explorer ces nouvelles terres ! On peut utiliser des appâts pour les conduire là-bas au fil du temps.”
at7omk	“Ils n'ont pas besoin de nous pour se rendre compte de ces nouveaux terrains. Pas besoin d'intervenir pour forcer la nature.”
5wm24k	Vos efforts portent leurs fruits : de nombreux spécimens suivent les pistes que vous avez balisées.
j51h2j	Et c'est une bonne chose, car il s'avère qu'ils apprécient beaucoup leur nouveau foyer : la nourriture est abondante et ils sont au sommet de la chaîne alimentaire locale.
jxxiz1	Vous réalisez rapidement que c'était une erreur : au-delà de la montagne maintenant disparue vivent des prédateurs contre lesquels vos spécimens sont incapables de se défendre.
c1iy9e	Vos efforts ne sont pas exactement couronnés de succès. Seuls quelques spécimens suivent les pistes que vous avez balisées.
htaq7s	Votre non-intervention n'encourage pas vos spécimens à explorer les nouvelles terres, si ce n'est quelques individus isolés particulièrement téméraires.
dbnx57	Et c'est bien dommage, parce que ces derniers semblent particulièrement apprécier ce nouvel environnement : la nourriture est abondante et ils sont au sommet de la chaîne alimentaire locale.
ql5ioa	Mais c'est probablement pour le mieux : la faune de ce nouvel environnement semble tout à fait hostile à votre espèces, dont les membres sont une cible de choix pour les prédateurs locaux.
